 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 186644  61880  10608 305588    0    0     0    24 1390  438  0 56 44  0  0
 0  0 186644  61880  10608 305592    0    0     0     0 1670  528  0 67 33  0  0
 0  0 186644  61880  10608 305592    0    0     0     0 1309  366  0 48 52  0  0
 1  0 186644  61880  10608 305596    0    0     0     0 1356  431  0 49 51  0  0
 0  0 186644  61880  10620 305600    0    0     0    32 1148  415  0 57 43  0  0
 0  0 186644  61880  10620 305600    0    0     0     0 1224  436  0 46 54  0  0
 0  0 186644  61880  10620 305604    0    0     0     0 1040  360  0 37 63  0  0
 1  0 186644  61880  10620 305604    0    0     0     0  735  374  0 22 78  0  0
 1  0 186644  61880  10620 305608    0    0     0     0 1551  432  0 57 43  0  0
 1  0 186644  61880  10628 305600    0    0     0    16 1031  430  0 58 42  0  0
 4  0 186644  61880  10628 305612    0    0     0     0 2819  576  1 99  0  0  0
 6  0 186644  61880  10628 305612    0    0     0     0 2485  505  0 84 16  0  0
 1  0 186644  61880  10628 305616    0    0     0     0 1418  456  0 53 47  0  0
 0  0 186644  61880  10628 305620    0    0     0     0 1160  407  0 46 54  0  0
 0  0 186644  61880  10636 305620    0    0     0    16 1150  407  0 45 55  0  0
 0  0 186644  61880  10636 305624    0    0     0     0 1085  417  0 42 58  0  0
 2  0 186644  61880  10636 305624    0    0     0     0 1299  411  0 54 46  0  0
 3  0 186644  61880  10636 305628    0    0     0     0 1144  426  0 44 56  0  0
 1  0 186644  61880  10636 305632    0    0     0     0 1507  379  0 62 38  0  0
 5  0 186644  61880  10636 305632    0    0     0     0 1785  460  0 71 29  0  0
 0  0 186644  61880  10644 305636    0    0     0    16 1391  428  0 55 45  0  0
 4  0 186644  61880  10644 305636    0    0     0     0 1797  474  0 69 31  0  0
 0  0 186644  61880  10644 305640    0    0     0     0 1562  447  1 62 37  0  0
 1  0 186644  61880  10644 305644    0    0     0     0 1574  455  0 64 36  0  0
 1  0 186644  61208  10644 305644    0    0     0     0  985  386  0 46 54  0  0
 3  0 186644  61208  10652 305648    0    0     0    92 1656  496  0 64 36  0  0
 0  0 186644  61208  10652 305648    0    0     0     0 1529  424  0 56 44  0  0
 1  0 186644  61208  10652 305652    0    0     0     0 1389  378  0 53 47  0  0
 3  0 186644  61208  10652 305656    0    0     0     0 2239  511  0 79 21  0  0
 1  0 186644  61208  10652 305656    0    0     0     0 2067  431  0 73 27  0  0
 5  0 186644  61208  10664 305660    0    0     0    36 1634  429  0 60 40  0  0
 0  0 186644  61208  10664 305660    0    0     0     0 2376  499  0 86 14  0  0
 1  0 186644  61208  10664 305664    0    0     0     0 1299  418  0 48 52  0  0
 2  0 186644  61208  10664 305664    0    0     0     0 2364  511  0 87 13  0  0
 1  0 186644  61208  10664 305668    0    0     0     0 1586  440  0 59 41  0  0
 1  0 186644  61208  10672 305672    0    0     0    40 1926  475  0 74 26  0  0
 1  0 186644  61208  10672 305672    0    0     0     0 1810  444  0 69 31  0  0
 0  0 186644  61208  10672 305676    0    0     0     0 1264  438  0 53 47  0  0
 1  0 186644  61208  10672 305680    0    0     0     0 1218  351  0 45 55  0  0
 0  0 186644  61208  10672 305680    0    0     0     0 1412  434  0 53 47  0  0
 0  0 186644  61208  10680 305684    0    0     0    16 1065  384  0 39 61  0  0
 3  0 186644  61208  10680 305684    0    0     0     0 1584  436  0 59 41  0  0
 0  0 186644  61208  10680 305688    0    0     0     0 2004  473  0 77 23  0  0
 4  0 186644  61208  10680 305692    0    0     0     0 1317  426  0 49 51  0  0
 2  0 186644  61208  10680 305692    0    0     0     0 2120  476  0 79 21  0  0
 2  0 186644  58520  10688 305696    0    0     0    16  833  482  0 56 43  1  0
 1  0 186644  58520  10688 305696    0    0     0     0 1509  444  0 56 44  0  0
 1  0 186644  58520  10688 305700    0    0     0     0 1112  356  0 45 55  0  0
 4  0 186644  58520  10688 305704    0    0     0     0 2126  498  0 82 18  0  0
 1  0 186644  58520  10688 305708    0    0     0     0 1376  414  0 51 49  0  0
 2  0 186644  58520  10696 305712    0    0     0    16 1626  417  0 62 38  0  0
 0  0 186644  58520  10696 305712    0    0     0     0 1749  462  0 67 33  0  0
 2  0 186644  58520  10696 305716    0    0     0     0 1379  413  0 50 50  0  0
 8  0 186644  58520  10696 305716    0    0     0     0 1976  446  0 73 27  0  0
 2  0 186644  58520  10696 305720    0    0     0     0 2669  543  0 94  6  0  0
 1  0 186644  58520  10704 305724    0    0     0    16 1998  482  0 77 23  0  0
 1  0 186644  58520  10704 305724    0    0     0    76 1526  379  0 58 42  0  0
 6  0 186644  58520  10704 305728    0    0     0     0 2468  543  0 94  6  0  0
 0  0 186644  58520  10704 305728    0    0     0     0 1947  469  0 73 27  0  0
 4  0 186644  58520  10704 305732    0    0     0     0 2001  461  0 77 23  0  0
 0  0 186644  58520  10716 305736    0    0     0    32 1938  494  0 72 28  0  0
 4  0 186644  58520  10716 305736    0    0     0     8 1252  416  0 45 55  0  0
 1  0 186644  58520  10716 305740    0    0     0     0 1523  437  0 55 45  0  0
 3  0 186644  58520  10716 305740    0    0     0     0 1947  415  0 76 24  0  0
 6  0 186644  58520  10716 305744    0    0     0     0 2129  472  0 79 21  0  0
 1  0 186644  58520  10728 305748    0    0     0    32 2445  536  0 88 12  0  0
 4  0 186644  58520  10728 305748    0    0     0     0 1951  477  0 74 26  0  0
 0  0 186644  58520  10728 305752    0    0     0     0 1070  385  0 38 62  0  0
 1  0 186644  58520  10728 305752    0    0     0     0  937  408  0 32 68  0  0
 2  0 186644  58520  10728 305756    0    0     0     0 1927  441  0 75 25  0  0
 3  0 186644  58520  10736 305760    0    0     0    16 2156  495  0 79 21  0  0
 2  0 186644  58520  10736 305760    0    0     0    64 1380  420  0 52 48  0  0
 4  0 186644  58520  10736 305764    0    0     0     0 2174  496  0 81 19  0  0
 3  0 186644  58520  10736 305764    0    0     0     0 2574  531  0 91  9  0  0
 3  0 186644  58520  10736 305768    0    0     0     0  860  365  0 30 70  0  0
 7  0 186644  58520  10748 305768    0    0     0    32 1837  506  0 69 31  0  0
 0  0 186644  58520  10748 305772    0    0     0     0 1770  452  0 68 32  0  0
 2  0 186644  58520  10748 305776    0    0     0     0 1801  468  0 69 31  0  0
 1  0 186644  58520  10748 305776    0    0     0     0 1617  406  0 61 39  0  0
 2  0 186644  58520  10748 305780    0    0     0     0 1948  464  0 77 23  0  0
 0  0 186644  58520  10756 305784    0    0     0    16 1355  448  0 51 49  0  0
 1  0 186644  58520  10756 305784    0    0     0    32 1457  426  0 56 44  0  0
 1  0 186644  58520  10756 305784    0    0     0     0 1728  480  0 67 33  0  0
 2  0 186644  58520  10756 305788    0    0     0     0 1380  404  0 52 48  0  0
 0  0 186644  58520  10756 305792    0    0     0     0 1026  413  0 36 64  0  0
 1  0 186644  58520  10768 305792    0    0     0    32 1169  391  0 43 57  0  0
 5  0 186644  58520  10768 305796    0    0     0     0 1739  452  0 66 34  0  0
 1  0 186644  58520  10768 305800    0    0     0     0 1856  492  0 75 25  0  0
 0  0 186644  58520  10768 305800    0    0     0     0 1875  493  0 75 25  0  0
 0  0 186644  58520  10768 305800    0    0     0     0 1188  393  0 43 57  0  0
 2  0 186644  58520  10776 305804    0    0     0    16 1278  412  0 49 51  0  0
 1  0 186644  58520  10776 305808    0    0     0     0 1184  450  0 56 44  0  0
 4  0 186644  58520  10776 305808    0    0     0     0 2106  425  0 77 23  0  0
 6  0 186644  58520  10776 305812    0    0     0     0 2383  493  0 90 10  0  0
 1  0 186644  58520  10776 305816    0    0     0     0 2593  553  0 91  9  0  0
 2  0 186644  58520  10784 305808    0    0     0    16 1609  465  0 61 39  0  0
 0  0 186644  58520  10784 305820    0    0     0     0 1791  431  0 68 32  0  0
 3  0 186644  58520  10784 305820    0    0     0     0 1248  414  0 48 52  0  0
 0  0 186644  58520  10784 305824    0    0     0     0 1392  407  0 52 48  0  0
 3  0 186644  58520  10784 305832    0    0     0     0 1245  433  0 47 53  0  0
 1  0 186644  58520  10792 305824    0    0     0    16 1626  460  0 64 36  0  0
 1  0 186644  58520  10792 305836    0    0     0     0 1777  458  0 70 30  0  0
 1  0 186644  58520  10792 305840    0    0     0     0 2022  464  0 82 18  0  0
 0  0 186644  58520  10792 305840    0    0     0     0 1949  489  0 78 22  0  0
 0  0 186644  58520  10792 305844    0    0     0     0 2056  499  0 84 16  0  0
 1  0 186644  58520  10800 305844    0    0     0    16 1235  409  0 48 52  0  0
 0  0 186644  58520  10800 305848    0    0     0     0 1084  390  0 43 57  0  0
 5  0 186644  58520  10800 305848    0    0     0     0 1636  465  0 69 31  0  0
 2  0 186644  58520  10800 305852    0    0     0     0 1598  436  0 70 30  0  0
 1  0 186644  58520  10800 305856    0    0     0     0 1536  447  0 66 34  0  0
 4  0 186644  58520  10808 305856    0    0     0    16 1899  472  0 81 19  0  0
 0  0 186644  58520  10808 305860    0    0     0     0 2033  515  0 89 11  0  0
 2  0 186644  58520  10808 305860    0    0     0    84 1389  419  0 60 40  0  0
 1  0 186644  58520  10808 305864    0    0     0     0  752  399  0 28 72  0  0
 0  0 186644  58520  10808 305868    0    0     0     0 1332  421  0 54 46  0  0
 0  0 186644  58520  10820 305856    0    0     0    40 1555  465  0 67 33  0  0
 0  0 186644  58520  10820 305872    0    0     0     0 1601  445  0 69 31  0  0
 0  0 186644  58520  10820 305872    0    0     0    20 1007  416  0 39 61  0  0
 5  0 186644  58520  10820 305876    0    0     0     0 1557  430  0 66 34  0  0
 0  0 186644  58520  10820 305876    0    0     0     0 1085  443  0 43 57  0  0
 3  0 186644  58520  10828 305880    0    0     0    16 1703  428  0 71 29  0  0
 1  0 186644  58520  10828 305884    0    0     0     0 1430  411  0 61 39  0  0
 2  0 186644  58520  10828 305884    0    0     0     0 1736  462  0 74 26  0  0
 0  0 186644  58520  10828 305888    0    0     0     0 1411  416  0 59 41  0  0
 0  0 186644  58520  10828 305892    0    0     0     0 1374  419  0 59 41  0  0
 2  0 186644  58520  10836 305884    0    0     0    16 1575  459  0 67 33  0  0
 2  0 186644  58520  10836 305896    0    0     0     0 1054  405  0 42 58  0  0
 0  0 186644  58520  10836 305896    0    0     0     0 1126  422  0 45 55  0  0
 2  0 186644  58520  10836 305900    0    0     0     0 1228  432  0 51 49  0  0
 2  0 186644  58520  10836 305900    0    0     0     0 1740  474  0 76 24  0  0
 0  0 186644  58520  10844 305904    0    0     0    16 1560  432  0 68 32  0  0
 0  0 186644  58520  10844 305904    0    0     0     0 1135  407  0 46 54  0  0
 0  0 186644  58520  10844 305908    0    0     0     0 1522  421  0 62 38  0  0
 2  0 186644  58520  10844 305912    0    0     0     0 1547  485  0 67 33  0  0
 2  0 186644  58520  10844 305912    0    0     0     0 1034  394  0 43 57  0  0
 1  0 186644  58520  10844 305916    0    0     0     0  975  408  0 39 61  0  0
 1  0 186644  58520  10852 305916    0    0     0    16 1316  423  0 60 40  0  0
 2  0 186644  58520  10852 305920    0    0     0     0 1212  409  0 53 47  0  0
 1  0 186644  58520  10852 305924    0    0     0     0 1423  430  0 61 39  0  0
 2  0 186644  58520  10852 305924    0    0     0     0 1883  453  0 83 17  0  0
 3  0 186644  58520  10852 305928    0    0     0     0 1973  516  0 90 10  0  0
 0  0 186644  58520  10860 305932    0    0     0    16 1153  416  0 48 52  0  0
 6  0 186644  58520  10860 305932    0    0     0     0 1874  519  1 83 16  0  0
 1  0 186644  58520  10860 305932    0    0     0    80 2156  577  0 100  0  0  0
 1  0 186644  58520  10860 305936    0    0     0     0 1228  458  0 53 47  0  0
 1  0 186644  58520  10860 305940    0    0     0     0 1461  444  0 63 37  0  0
 2  0 186644  58520  10872 305944    0    0     0    32 1777  490  0 79 20  1  0
 1  0 186644  58520  10872 305944    0    0     0     0 1133  418  0 46 54  0  0
 0  0 186644  58520  10872 305948    0    0     0     0 1113  409  0 46 54  0  0
 0  0 186644  58520  10872 305952    0    0     0     0 1313  428  0 55 45  0  0
 0  0 186644  58520  10872 305956    0    0     0     0 1497  438  0 63 37  0  0
 0  0 186644  58520  10880 305960    0    0     0    16 1521  457  0 65 35  0  0
 0  0 186644  58520  10880 305960    0    0     0     0 1320  402  0 54 46  0  0
 3  0 186644  58520  10880 305964    0    0     0    52 1516  467  0 64 36  0  0
 2  0 186644  58520  10880 305964    0    0     0     0  965  394  0 38 62  0  0
 4  0 186644  58520  10880 305968    0    0     0     0  899  412  0 33 67  0  0
 1  0 186644  58520  10892 305968    0    0     0    40 1738  496  0 74 26  0  0
 1  0 186644  58520  10892 305972    0    0     0     0 1386  388  0 58 42  0  0
 1  0 186644  58520  10892 305976    0    0     0     0 1733  453  0 74 26  0  0
 0  0 186644  58520  10892 305976    0    0     0     0 1065  392  0 43 57  0  0
 0  0 186644  58520  10892 305980    0    0     0     0 1852  506  0 80 20  0  0
 0  0 186644  58520  10900 305984    0    0     0    16 1289  435  0 53 47  0  0
 4  0 186644  58520  10900 305984    0    0     0     0 1238  433  0 51 49  0  0
 0  0 186644  58520  10900 305988    0    0     0     0 1524  476  0 67 33  0  0
 1  0 186644  58520  10900 305988    0    0     0     0 1467  421  0 63 37  0  0
 1  0 186644  58520  10900 305992    0    0     0     0  843  399  0 32 68  0  0
 3  0 186644  58520  10908 305992    0    0     0    16 1447  428  0 63 37  0  0
 6  0 186644  58520  10908 305996    0    0     0     0 1755  452  0 78 22  0  0
 0  0 186644  58520  10908 306000    0    0     0     0 1430  463  0 69 31  0  0
 4  0 186644  58520  10908 306000    0    0     0     0 1311  411  0 55 45  0  0
 0  0 186644  58520  10908 306004    0    0     0     0 1983  491  0 91  9  0  0
 3  0 186644  58520  10916 306004    0    0     0    16 1317  474  0 57 43  0  0
 2  0 186644  58520  10916 306008    0    0     0     0 1500  437  0 63 37  0  0
 3  0 186644  58520  10916 306012    0    0     0     0 1431  429  0 62 38  0  0
 0  0 186644  58520  10916 306012    0    0     0     0 1353  442  0 57 43  0  0
 2  0 186644  58520  10916 306016    0    0     0     0 1020  420  0 41 59  0  0
 1  0 186644  58520  10924 306016    0    0     0    16 1906  501  0 84 16  0  0
 0  0 186644  58520  10924 306020    0    0     0     0 1124  388  0 48 52  0  0
 0  0 186644  58520  10924 306024    0    0     0     0 1554  498  0 69 31  0  0
 0  0 186644  58520  10924 306024    0    0     0     0 1269  396  0 57 43  0  0
 2  0 186644  58520  10924 306028    0    0     0     0 1516  463  0 65 35  0  0
 2  0 186644  58520  10932 306020    0    0     0    16 1329  438  0 59 41  0  0
 1  0 186644  58520  10932 306032    0    0     0     0  960  403  0 37 63  0  0
 1  0 186644  58520  10932 306036    0    0     0     0 1498  464  0 63 37  0  0
 1  0 186644  58520  10932 306036    0    0     0    80  970  383  0 39 61  0  0
 0  0 186644  58520  10932 306040    0    0     0     0 1296  422  0 55 45  0  0
 0  0 186644  58520  10944 306040    0    0     0    32 1204  424  0 53 47  0  0
 1  0 186644  58520  10944 306044    0    0     0     0 1469  483  0 64 36  0  0
 0  0 186644  58520  10944 306048    0    0     0     0 1099  409  0 47 53  0  0
 1  0 186644  58520  10944 306048    0    0     0    20 1592  465  0 71 29  0  0
 0  0 186644  58520  10944 306052    0    0     0     0 1449  444  0 62 38  0  0
 1  0 186644  58520  10952 306044    0    0     0    16 1091  409  0 45 54  1  0
 2  0 186644  58520  10952 306056    0    0     0     0  689  381  0 26 74  0  0
 0  0 186644  58520  10952 306056    0    0     0     0 1102  399  0 46 54  0  0
 1  0 186644  58520  10952 306060    0    0     0     0 1067  401  0 43 57  0  0
 0  0 186644  58520  10952 306064    0    0     0     0 1751  468  0 73 27  0  0
 5  0 186644  58520  10960 306064    0    0     0    16 1322  443  0 67 33  0  0
 0  0 186644  58520  10960 306064    0    0     0     0  977  383  0 40 60  0  0
 4  0 186644  58520  10960 306068    0    0     0     0 1862  483  0 77 23  0  0
 0  0 186644  58520  10960 306072    0    0     0     0 1600  461  0 69 31  0  0
 0  0 186644  58520  10968 306080    0    0     0    44 1226  432  0 51 49  0  0
 1  0 186644  58520  10968 306080    0    0     0     0 1025  396  0 42 58  0  0
 4  0 187156  68120  10792 305200    0  540   900  1416 1520  955  1 65 34  0  0
 1  0 187156  65632  10792 305200    0    0     0     0 1701  515  0 79 21  0  0
 2  0 187156  65632  10792 305204    0    0     0     0 1027  374  0 42 58  0  0
 0  0 187156  65632  10792 305208    0    0     0     0 1218  452  0 49 51  0  0
 0  0 187156  65632  10792 305208    0    0     0     0 1567  417  0 65 35  0  0
 2  0 187156  65632  10804 305212    0    0     0    64 1435  485  0 61 39  0  0
 0  0 187156  65632  10804 305212    0    0     0     0 1591  479  0 68 32  0  0
 0  0 187156  65632  10804 305216    0    0     0     0 1624  473  0 66 34  0  0
 9  0 187156  65408  10804 305216    0    0     0     0 1741  436  0 74 26  0  0
 3  0 187156  65408  10804 305220    0    0     0     0 1740  508  0 77 23  0  0
 1  0 187156  65408  10812 305444    0    0   224    24 1457  533  0 72 28  0  0
 0  0 187156  65408  10812 305444    0    0     0     0 1159  428  0 55 45  0  0
 4  0 187156  65408  10812 305448    0    0     0     0 1271  438  0 57 43  0  0
 2  0 187156  65408  10812 305448    0    0     0     0 1201  434  0 56 44  0  0
 1  0 187156  65408  10812 305452    0    0     0     0 1121  430  0 51 49  0  0
 0  0 187156  65408  10820 305444    0    0     0    24  745  386  0 31 69  0  0
 3  0 187156  65408  10820 305456    0    0     0     0 1531  464  0 63 37  0  0
 1  0 187156  65408  10820 305460    0    0     0     0 1542  459  0 64 36  0  0
 3  0 187156  65408  10820 305460    0    0     0     0 1725  459  0 74 26  0  0
 3  0 187156  65408  10820 305464    0    0     0     0 1962  474  0 84 16  0  0
 2  0 187156  65408  10828 305456    0    0     0    16  731  362  0 27 73  0  0
 3  0 187156  65408  10828 305468    0    0     0     0 1702  457  0 69 31  0  0
 1  0 187156  65408  10828 305468    0    0     0     0 1596  406  0 69 31  0  0
 2  0 187156  65408  10828 305472    0    0     0     0 1615  454  0 68 32  0  0
 0  0 187156  65408  10828 305476    0    0     0     0 1435  401  0 60 40  0  0
 3  0 187156  65408  10836 305468    0    0     0    16 2156  540  0 94  6  0  0
 3  0 187156  65408  10836 305480    0    0     0     0 1571  463  0 66 34  0  0
 1  0 187156  65408  10836 305484    0    0     0     0 1454  412  0 61 39  0  0
 0  0 187156  65408  10836 305484    0    0     0     0 1616  440  0 66 34  0  0
 4  0 187156  65408  10836 305488    0    0     0     0 1248  400  0 49 51  0  0
 0  0 187156  65408  10844 305492    0    0     0    16 2023  533  0 85 15  0  0
 0  0 187156  65408  10844 305492    0    0     0   220 1136  394  0 45 55  0  0
 0  0 187156  65408  10844 305496    0    0     0     0 1440  448  0 61 39  0  0
 0  0 187156  65408  10844 305496    0    0     0     0 1549  441  0 67 33  0  0
 3  0 187156  65408  10844 305500    0    0     0     0 1097  424  0 44 56  0  0
 0  0 187156  65408  10856 305488    0    0     0    32 1314  449  0 56 44  0  0
 2  0 187156  65408  10856 305504    0    0     0    44 1682  479  0 72 28  0  0
 2  0 187156  65408  10856 305508    0    0     0     0 2002  471  0 92  8  0  0
 3  0 187156  65408  10856 305508    0    0     0     0  987  369  0 40 60  0  0
 1  0 187156  65408  10856 305512    0    0     0     0 1517  457  0 67 33  0  0
 1  0 187156  65408  10856 305512    0    0     0     0 1178  398  0 51 49  0  0
 1  0 187156  65408  10864 305516    0    0     0    20 1647  480  0 73 27  0  0
 0  0 187156  65408  10864 305516    0    0     0     0  577  326  0 19 81  0  0
 3  0 187156  65408  10864 305520    0    0     0     0 1672  495  0 85 15  0  0
 0  0 187156  65408  10864 305524    0    0     0     0 1425  425  0 69 31  0  0
 0  0 187156  65408  10864 305528    0    0     0     0  978  413  0 40 60  0  0
 1  0 187156  65408  10872 305528    0    0     0    16 1087  401  0 43 57  0  0
 1  0 187156  65408  10872 305528    0    0     0     0 1393  410  0 58 42  0  0
 1  0 187156  65408  10872 305536    0    0     0     0 1029  391  0 40 60  0  0
 1  0 187156  65408  10872 305536    0    0     0     0 1369  421  0 57 43  0  0
 1  0 187156  65408  10872 305540    0    0     0     0 1732  469  0 74 26  0  0
 0  0 187156  65408  10884 305972    0    0   464    16 1087  382  0 43 56  1  0
 2  0 187156  65408  10884 306004    0    0     0     0 1339  383  0 53 47  0  0
 1  0 187156  65408  10884 306008    0    0     0     0 1328  421  0 54 46  0  0
 0  0 187156  65408  10884 306012    0    0     0     0 1505  430  0 62 38  0  0
 2  0 187156  65408  10884 306012    0    0     0     0 1159  408  0 45 55  0  0
 3  0 187156  65408  10892 306016    0    0     0    20 1585  473  0 65 35  0  0
 4  0 187156  65408  10892 306016    0    0     0     0 1672  476  0 71 29  0  0
 0  0 187156  65408  10892 306020    0    0     0     0 1541  419  0 65 35  0  0
 4  0 187156  65408  10892 306024    0    0     0     0  866  369  0 32 68  0  0
 4  0 187156  65408  10892 306024    0    0     0     0 1679  491  0 71 29  0  0
 1  0 187156  65408  10900 306028    0    0     0    16 1584  483  0 67 33  0  0
 4  0 187156  65408  10900 306028    0    0     0    84 1633  423  0 69 31  0  0
 0  0 187156  65408  10900 306032    0    0     0     0 1144  395  0 47 53  0  0
 1  0 187156  65408  10900 306036    0    0     0     0 1270  390  0 51 49  0  0
 2  0 187156  65408  10900 306040    0    0     0     0 1494  413  0 62 38  0  0
 0  0 187156  65408  10912 306040    0    0     0    40 1288  428  0 52 48  0  0
 1  0 187156  65408  10912 306044    0    0     0     0 1744  462  0 73 27  0  0
 0  0 187156  65408  10912 306044    0    0     0     0 1354  393  0 55 45  0  0
 2  0 187156  65408  10912 306048    0    0     0     0 1375  417  0 56 44  0  0
 0  0 187156  65408  10912 306052    0    0     0     0 1248  401  0 51 49  0  0
 2  0 187156  65408  10920 306052    0    0     0    16 1183  405  0 46 54  0  0
 1  0 187156  65408  10920 306056    0    0     0    24 1663  437  0 70 30  0  0
 2  0 187156  65408  10920 306056    0    0     0     0 1518  426  0 64 36  0  0
 1  0 187156  65408  10920 306060    0    0     0     0 1694  443  0 70 30  0  0
 0  0 187156  65408  10920 306060    0    0     0     0 1156  370  0 46 54  0  0
 2  0 187156  65408  10928 306064    0    0     0    16 1182  408  0 48 52  0  0
 0  0 187156  65408  10928 306068    0    0     0     0 1478  440  0 60 40  0  0
 1  0 187156  65408  10928 306068    0    0     0     0 1558  445  0 66 34  0  0
 1  0 187156  65408  10928 306072    0    0     0     0 1748  487  0 74 26  0  0
 2  0 187156  65408  10928 306072    0    0     0     0 1879  468  0 82 18  0  0
 2  0 187156  65408  10936 306076    0    0     0    16 1522  433  0 63 37  0  0
 0  0 187156  65408  10936 306080    0    0     0     0  839  356  0 32 68  0  0
 1  0 187156  65408  10936 306080    0    0     0     0 1310  425  0 53 47  0  0
 0  0 187156  65408  10936 306084    0    0     0     0 1281  375  1 52 47  0  0
 1  0 187156  65408  10936 306084    0    0     0     0 1135  408  0 44 56  0  0
 0  0 187156  65408  10944 306088    0    0     0    16 1201  420  0 48 52  0  0
 1  0 187156  65408  10944 306092    0    0     0     0 1448  449  0 60 40  0  0
 5  0 187156  65408  10944 306092    0    0     0     0 1602  438  0 66 34  0  0
 5  0 187156  65408  10944 306096    0    0     0     0 1905  478  0 82 18  0  0
 3  0 187156  65408  10944 306096    0    0     0     0 1302  418  0 54 46  0  0
 0  0 187156  65408  10952 306100    0    0     0    16 1191  387  0 47 53  0  0
 2  0 187156  65408  10952 306100    0    0     0    80 1310  403  0 54 46  0  0
 1  0 187156  65408  10952 306104    0    0     0     0 1360  397  0 56 44  0  0
 1  0 187156  65408  10952 306108    0    0     0     0 1795  457  0 76 24  0  0
 1  0 187156  65408  10952 306108    0    0     0     0 2111  515  0 91  9  0  0
 3  0 187156  65408  10964 306100    0    0     0    36 1608  470  0 67 33  0  0
 1  0 187156  65408  10964 306116    0    0     0     4 1749  450  0 74 26  0  0
 6  0 187156  65408  10964 306116    0    0     0     0 1699  440  0 72 28  0  0
 2  0 187156  65408  10964 306120    0    0     0     0 1859  523  0 80 20  0  0
 0  0 187156  65408  10964 306124    0    0     0     0 1357  393  0 56 44  0  0
 6  0 187156  65408  10972 306120    0    0     0    16 1521  451  0 61 39  0  0
 0  0 187156  65408  10972 306132    0    0     0     0 1627  496  0 69 31  0  0
 1  0 187156  65408  10972 306132    0    0     0     0 1600  430  0 66 34  0  0
 0  0 187156  65408  10972 306136    0    0     0     0 1934  456  0 82 18  0  0
 4  0 187156  65408  10972 306136    0    0     0     0 1171  400  0 47 53  0  0
 1  0 187156  65408  10980 306140    0    0     0    16 1465  469  0 61 39  0  0
 1  0 187156  65408  10980 306140    0    0     0     0 1457  422  0 64 36  0  0
 4  0 187156  65408  10980 306144    0    0     0    16 1397  408  0 61 39  0  0
 0  0 187156  65408  10980 306148    0    0     0     0 1193  419  0 50 50  0  0
 1  0 187156  65408  10980 306148    0    0     0     0 1308  399  0 54 46  0  0
 1  0 187156  65408  10988 306152    0    0     0    16 1305  423  0 53 47  0  0
 1  0 187156  65408  10988 306156    0    0     0     0 1022  387  0 40 60  0  0
 0  0 187156  65408  10988 306156    0    0     0     0 1195  415  0 48 52  0  0
 1  0 187156  65408  10988 306160    0    0     0     0 1369  426  0 57 43  0  0
 0  0 187156  65408  10988 306160    0    0     0     0 1445  415  0 61 39  0  0
 3  0 187156  65408  10996 306164    0    0     0    16 1535  430  0 63 37  0  0
 0  0 187156  65408  10996 306164    0    0     0     0 1421  439  0 59 41  0  0
 0  0 187156  65408  10996 306168    0    0     0     0  784  356  0 29 71  0  0
 1  0 187156  65408  10996 306172    0    0     0     0 1714  434  0 72 28  0  0
 0  0 187156  65408  10996 306172    0    0     0     0 1712  498  0 73 27  0  0
 3  0 187156  65408  11004 306168    0    0     0    16 1770  474  0 75 25  0  0
 1  0 187156  65408  11004 306176    0    0     0     0 1367  427  0 56 44  0  0
 2  0 187156  65408  11004 306180    0    0     0    76 1720  468  0 72 28  0  0
 0  0 187156  65408  11004 306184    0    0     0     0 1160  424  0 46 54  0  0
 0  0 187156  65408  11004 306184    0    0     0     0 1011  351  0 39 61  0  0
 1  0 187156  65408  11016 306188    0    0     0    32 1112  409  0 43 57  0  0
 1  0 187156  65408  11016 306188    0    0     0     0 1441  371  0 60 40  0  0
 1  0 187156  65408  11016 306192    0    0     0     8 1721  420  0 73 27  0  0
 2  0 187156  65408  11016 306192    0    0     0     0 1121  393  0 45 55  0  0
 0  0 187156  65408  11016 306196    0    0     0     0 1673  450  0 70 30  0  0
 4  0 187156  65408  11024 306188    0    0     0    28 1365  402  0 55 45  0  0
 1  0 187156  65408  11024 306200    0    0     0     0 1657  484  0 69 31  0  0
 1  0 187156  65408  11024 306204    0    0     0     0 1345  424  0 54 46  0  0
 4  0 187156  65408  11024 306204    0    0     0     0 1437  427  0 58 42  0  0
 1  0 187156  65408  11024 306208    0    0     0     0 1211  422  0 49 51  0  0
 2  0 187156  65408  11032 306212    0    0     0    16 1462  442  0 60 40  0  0
 2  0 187156  65408  11032 306212    0    0     0     0 1002  396  0 38 62  0  0
 2  0 187156  65408  11032 306212    0    0     0    64 1423  408  0 58 42  0  0
 0  0 187156  65408  11032 306220    0    0     0     0 1376  407  0 55 45  0  0
 0  0 187156  65408  11032 306220    0    0     0     0 1088  377  0 43 57  0  0
 1  0 187156  65408  11032 306224    0    0     0     0 1596  447  0 65 35  0  0
 0  0 187156  65408  11044 306224    0    0     0    32 1390  398  0 56 44  0  0
 0  0 187156  65408  11044 306228    0    0     0     0 1431  386  0 58 42  0  0
 0  0 187156  65408  11044 306228    0    0     0     0 1351  429  0 54 46  0  0
 2  0 187156  65408  11044 306232    0    0     0     0 1168  394  0 47 53  0  0
 2  0 187156  65408  11044 306232    0    0     0     0 1458  415  0 60 40  0  0
